Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrTimeBlk,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2013,1,2,18,1,2013-02-18,MQ,N829MQ,3910,CID,"Cedar Rapids/Iowa City, IA",IA,ORD,"Chicago, IL",IL,835,836.0,1.0,1.0,0.0,0800-0859,9.0,845.0,921.0,5.0,945,926.0,-19.0,0.0,0.0,0900-0959,70.0,50.0,36.0,196.0,1,0.0,0.0,0.0,0.0,0.0
2005,4,12,22,4,2005-12-22,WN,N346,2149,MDW,"Chicago, IL",IL,PIT,"Pittsburgh, PA",PA,1125,1125.0,0.0,0.0,0.0,1100-1159,10.0,1135.0,1335.0,4.0,1350,1339.0,-11.0,0.0,0.0,1300-1359,85.0,74.0,60.0,402.0,2,0.0,0.0,0.0,0.0,0.0
2019,3,8,25,7,2019-08-25,DL,N697DL,2420,JAX,"Jacksonville, FL",FL,ATL,"Atlanta, GA",GA,1045,1041.0,-4.0,0.0,0.0,1000-1059,11.0,1052.0,1140.0,6.0,1156,1146.0,-10.0,0.0,0.0,1100-1159,71.0,65.0,48.0,270.0,2,0.0,0.0,0.0,0.0,0.0
2010,2,6,23,3,2010-06-23,DL,N914DL,2727,ATL,"Atlanta, GA",GA,FLL,"Fort Lauderdale, FL",FL,1205,1200.0,-5.0,0.0,0.0,1200-1259,21.0,1221.0,1348.0,4.0,1357,1352.0,-5.0,0.0,0.0,1300-1359,112.0,112.0,87.0,581.0,3,0.0,0.0,0.0,0.0,0.0
2004,4,12,17,5,2004-12-17,AA,N636AA,306,SJU,"San Juan, PR",PR,IAD,"Washington, DC",VA,1540,1535.0,-5.0,0.0,0.0,1500-1559,16.0,1551.0,1830.0,10.0,1834,1840.0,6.0,6.0,0.0,1800-1859,234.0,245.0,219.0,1571.0,7,0.0,0.0,0.0,0.0,0.0
2009,3,7,19,7,2009-07-19,OO,N607SK,4653,SLC,"Salt Lake City, UT",UT,DEN,"Denver, CO",CO,1240,1238.0,-2.0,0.0,0.0,1200-1259,18.0,1256.0,1401.0,10.0,1409,1411.0,2.0,2.0,0.0,1400-1459,89.0,93.0,65.0,390.0,2,0.0,0.0,0.0,0.0,0.0
2005,4,12,29,4,2005-12-29,FL,N978AT,138,TPA,"Tampa, FL",FL,ATL,"Atlanta, GA",GA,2020,2128.0,68.0,68.0,1.0,2000-2059,12.0,2140.0,2300.0,6.0,2150,2306.0,76.0,76.0,1.0,2100-2159,90.0,98.0,80.0,406.0,2,0.0,0.0,8.0,0.0,68.0
2016,2,4,6,3,2016-04-06,WN,N8656B,1770,CLE,"Cleveland, OH",OH,DEN,"Denver, CO",CO,1920,1926.0,6.0,6.0,0.0,1900-1959,8.0,1934.0,2022.0,8.0,2040,2030.0,-10.0,0.0,0.0,2000-2059,200.0,184.0,168.0,1201.0,5,0.0,0.0,0.0,0.0,0.0
2004,3,9,26,7,2004-09-26,RU,N17138,2780,BFL,"Bakersfield, CA",CA,IAH,"Houston, TX",TX,705,702.0,-3.0,0.0,0.0,0700-0759,11.0,713.0,1214.0,10.0,1228,1224.0,-4.0,0.0,0.0,1200-1259,203.0,202.0,181.0,1428.0,6,0.0,0.0,0.0,0.0,0.0
2004,3,7,6,2,2004-07-06,OO,N433SW,3858,PSC,"Pasco/Kennewick/Richland, WA",WA,SLC,"Salt Lake City, UT",UT,1310,1305.0,0.0,0.0,0.0,1300-1359,10.0,1315.0,1526.0,6.0,1537,1532.0,-5.0,0.0,0.0,1500-1559,87.0,82.0,66.0,521.0,3,0.0,0.0,0.0,0.0,0.0
2010,2,5,18,2,2010-05-18,F9,N941FR,509,LGA,"New York, NY",NY,DEN,"Denver, CO",CO,1329,1326.0,-3.0,0.0,0.0,1300-1359,47.0,1413.0,1552.0,6.0,1601,1558.0,-3.0,0.0,0.0,1600-1659,272.0,272.0,219.0,1619.0,7,0.0,0.0,0.0,0.0,0.0
2008,3,8,16,6,2008-08-16,OO,N817SK,4125,SLC,"Salt Lake City, UT",UT,PHX,"Phoenix, AZ",AZ,950,949.0,-1.0,0.0,0.0,0900-0959,24.0,1013.0,1025.0,3.0,1030,1028.0,-2.0,0.0,0.0,1000-1059,100.0,99.0,72.0,507.0,3,0.0,0.0,0.0,0.0,0.0
2008,2,4,15,2,2008-04-15,MQ,N678AE,3427,DFW,"Dallas/Fort Worth, TX",TX,TUL,"Tulsa, OK",OK,1615,1615.0,0.0,0.0,0.0,1600-1659,13.0,1628.0,1709.0,3.0,1720,1712.0,-8.0,0.0,0.0,1700-1759,65.0,57.0,41.0,237.0,1,0.0,0.0,0.0,0.0,0.0
2004,4,11,20,6,2004-11-20,UA,N941UA,488,ORD,"Chicago, IL",IL,BTV,"Burlington, VT",VT,1835,1835.0,0.0,0.0,0.0,1800-1859,22.0,1857.0,2134.0,2.0,2146,2136.0,-10.0,0.0,0.0,2100-2159,131.0,121.0,97.0,763.0,4,0.0,0.0,0.0,0.0,0.0
2017,2,5,15,1,2017-05-15,OO,N755SK,2905,ORD,"Chicago, IL",IL,PIT,"Pittsburgh, PA",PA,2138,2215.0,37.0,37.0,1.0,2100-2159,20.0,2235.0,29.0,6.0,2358,35.0,37.0,37.0,1.0,2300-2359,80.0,80.0,54.0,413.0,2,0.0,0.0,0.0,0.0,37.0
2012,1,3,30,5,2012-03-30,UA,N462UA,364,SNA,"Santa Ana, CA",CA,DEN,"Denver, CO",CO,1753,1800.0,7.0,7.0,0.0,1700-1759,14.0,1814.0,2111.0,9.0,2103,2120.0,17.0,17.0,1.0,2100-2159,130.0,140.0,117.0,846.0,4,7.0,0.0,10.0,0.0,0.0
2018,3,9,18,2,2018-09-18,OO,N426SW,3623,IDA,"Idaho Falls, ID",ID,SLC,"Salt Lake City, UT",UT,1835,1823.0,-12.0,0.0,0.0,1800-1859,19.0,1842.0,1922.0,2.0,1945,1924.0,-21.0,0.0,0.0,1900-1959,70.0,61.0,40.0,188.0,1,0.0,0.0,0.0,0.0,0.0
2009,2,6,29,1,2009-06-29,DL,N918DL,1886,ATL,"Atlanta, GA",GA,BWI,"Baltimore, MD",MD,1445,1451.0,6.0,6.0,0.0,1400-1459,30.0,1521.0,1639.0,4.0,1638,1643.0,5.0,5.0,0.0,1600-1659,113.0,112.0,78.0,576.0,3,0.0,0.0,0.0,0.0,0.0
2018,4,12,13,4,2018-12-13,EV,N11164,4457,EWR,"Newark, NJ",NJ,LEX,"Lexington, KY",KY,1400,1357.0,-3.0,0.0,0.0,1400-1459,17.0,1414.0,1547.0,5.0,1619,1552.0,-27.0,0.0,0.0,1600-1659,139.0,115.0,93.0,588.0,3,0.0,0.0,0.0,0.0,0.0
2014,2,4,10,4,2014-04-10,OO,N754SK,6442,LAX,"Los Angeles, CA",CA,OKC,"Oklahoma City, OK",OK,1253,1300.0,7.0,7.0,0.0,1200-1259,25.0,1325.0,1744.0,4.0,1740,1748.0,8.0,8.0,0.0,1700-1759,167.0,168.0,139.0,1187.0,5,0.0,0.0,0.0,0.0,0.0
2013,1,3,24,7,2013-03-24,AA,N3HGAA,897,MCO,"Orlando, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1745,1905.0,80.0,80.0,1.0,1700-1759,14.0,1919.0,2101.0,7.0,1945,2108.0,83.0,83.0,1.0,1900-1959,180.0,183.0,162.0,985.0,4,0.0,29.0,3.0,0.0,51.0
2019,4,10,31,4,2019-10-31,OO,N922EV,3745,ATL,"Atlanta, GA",GA,MOB,"Mobile, AL",AL,819,814.0,-5.0,0.0,0.0,0800-0859,16.0,830.0,852.0,3.0,840,855.0,15.0,15.0,1.0,0800-0859,81.0,101.0,82.0,302.0,2,0.0,0.0,15.0,0.0,0.0
2008,1,3,22,6,2008-03-22,AS,N619AS,578,SEA,"Seattle, WA",WA,DEN,"Denver, CO",CO,1855,1855.0,0.0,0.0,0.0,1800-1859,22.0,1917.0,2229.0,12.0,2231,2241.0,10.0,10.0,0.0,2200-2259,156.0,166.0,132.0,1024.0,5,0.0,0.0,0.0,0.0,0.0
2007,4,10,30,2,2007-10-30,FL,N313AT,611,ATL,"Atlanta, GA",GA,SAN,"San Diego, CA",CA,920,917.0,-3.0,0.0,0.0,0900-0959,20.0,937.0,1052.0,4.0,1055,1056.0,1.0,1.0,0.0,1000-1059,275.0,279.0,255.0,1891.0,8,0.0,0.0,0.0,0.0,0.0
2004,2,6,19,6,2004-06-19,DL,N916DN,365,DFW,"Dallas/Fort Worth, TX",TX,LAS,"Las Vegas, NV",NV,1540,1644.0,64.0,64.0,1.0,1500-1559,15.0,1659.0,1717.0,5.0,1625,1722.0,57.0,57.0,1.0,1600-1659,165.0,158.0,138.0,1055.0,5,0.0,5.0,0.0,0.0,52.0
2015,3,7,13,1,2015-07-13,AA,N486AA,2263,DFW,"Dallas/Fort Worth, TX",TX,CMH,"Columbus, OH",OH,710,704.0,-6.0,0.0,0.0,0700-0759,15.0,719.0,1026.0,4.0,1045,1030.0,-15.0,0.0,0.0,1000-1059,155.0,146.0,127.0,926.0,4,0.0,0.0,0.0,0.0,0.0
2015,3,7,8,3,2015-07-08,DL,N328NW,1665,DFW,"Dallas/Fort Worth, TX",TX,SLC,"Salt Lake City, UT",UT,1423,1435.0,12.0,12.0,0.0,1400-1459,26.0,1501.0,1609.0,5.0,1605,1614.0,9.0,9.0,0.0,1600-1659,162.0,159.0,128.0,989.0,4,0.0,0.0,0.0,0.0,0.0
2019,4,10,30,3,2019-10-30,WN,N717SA,1966,PDX,"Portland, OR",OR,SJC,"San Jose, CA",CA,830,825.0,-5.0,0.0,0.0,0800-0859,10.0,835.0,959.0,6.0,1015,1005.0,-10.0,0.0,0.0,1000-1059,105.0,100.0,84.0,569.0,3,0.0,0.0,0.0,0.0,0.0
2010,2,6,30,3,2010-06-30,EV,N870AS,5111,ATL,"Atlanta, GA",GA,CLE,"Cleveland, OH",OH,1144,1142.0,-2.0,0.0,0.0,1100-1159,17.0,1159.0,1321.0,4.0,1332,1325.0,-7.0,0.0,0.0,1300-1359,108.0,103.0,82.0,554.0,3,0.0,0.0,0.0,0.0,0.0
2004,1,2,17,2,2004-02-17,HP,N663AW,270,IAH,"Houston, TX",TX,PHX,"Phoenix, AZ",AZ,2000,2011.0,11.0,11.0,0.0,2000-2059,8.0,2019.0,2133.0,7.0,2150,2140.0,-10.0,0.0,0.0,2100-2159,170.0,149.0,134.0,1009.0,5,0.0,0.0,0.0,0.0,0.0
2004,4,10,8,5,2004-10-08,AA,N587AA,709,DCA,"Washington, DC",VA,ORD,"Chicago, IL",IL,759,800.0,1.0,1.0,0.0,0700-0759,10.0,810.0,849.0,7.0,859,856.0,-3.0,0.0,0.0,0800-0859,120.0,116.0,99.0,612.0,3,0.0,0.0,0.0,0.0,0.0
